Key,Adv,Date,WindField,NE,SE,SW,NW
EP132016,11,2016-08-27T09:00:00Z,64,20,15,15,20
EP132016,12,2016-08-27T15:00:00Z,34,80,60,40,70
EP132016,12,2016-08-27T15:00:00Z,50,40,30,20,30
EP132016,12,2016-08-27T15:00:00Z,64,20,15,15,20
EP132016,13,2016-08-27T21:00:00Z,34,80,60,40,70
EP132016,13,2016-08-27T21:00:00Z,50,40,30,20,30
EP132016,13,2016-08-27T21:00:00Z,64,20,15,15,20
EP132016,14,2016-08-28T03:00:00Z,34,90,70,50,80
EP132016,14,2016-08-28T03:00:00Z,50,40,30,20,30
EP132016,14,2016-08-28T03:00:00Z,64,20,15,15,20
EP132016,15,2016-08-28T09:00:00Z,34,90,70,50,80
EP132016,15,2016-08-28T09:00:00Z,50,40,30,20,30
EP132016,15,2016-08-28T09:00:00Z,64,20,15,15,20
EP132016,16,2016-08-28T15:00:00Z,34,90,70,50,80
EP132016,16,2016-08-28T15:00:00Z,50,40,30,20,30
EP132016,16,2016-08-28T15:00:00Z,64,20,15,15,20
EP132016,17,2016-08-28T21:00:00Z,34,90,70,50,80
EP132016,17,2016-08-28T21:00:00Z,50,40,30,20,30
EP132016,17,2016-08-28T21:00:00Z,64,20,15,15,20
EP132016,18,2016-08-29T03:00:00Z,34,90,70,50,80
EP132016,18,2016-08-29T03:00:00Z,50,40,30,20,40
EP132016,18,2016-08-29T03:00:00Z,64,20,15,10,20
EP132016,19,2016-08-29T09:00:00Z,34,90,70,50,80
EP132016,19,2016-08-29T09:00:00Z,50,40,30,20,40
EP132016,19,2016-08-29T09:00:00Z,64,20,15,10,20
EP132016,20,2016-08-29T15:00:00Z,34,90,70,50,80
EP132016,20,2016-08-29T15:00:00Z,50,40,30,20,40
EP132016,20,2016-08-29T15:00:00Z,64,20,15,10,20
EP132016,21,2016-08-29T21:00:00Z,34,110,80,60,90
EP132016,21,2016-08-29T21:00:00Z,50,50,30,20,40
EP132016,21,2016-08-29T21:00:00Z,64,25,20,15,25
EP132016,22,2016-08-30T03:00:00Z,34,120,100,80,100
EP132016,22,2016-08-30T03:00:00Z,50,60,50,40,50
EP132016,22,2016-08-30T03:00:00Z,64,30,25,20,25
EP132016,23,2016-08-30T09:00:00Z,34,80,70,60,80
EP132016,23,2016-08-30T09:00:00Z,50,50,50,40,50
EP132016,23,2016-08-30T09:00:00Z,64,30,25,20,25
EP132016,24,2016-08-30T15:00:00Z,34,80,70,60,80
EP132016,24,2016-08-30T15:00:00Z,50,50,50,40,50
EP132016,24,2016-08-30T15:00:00Z,64,30,25,20,25
EP132016,25,2016-08-30T21:00:00Z,34,80,70,60,80
EP132016,25,2016-08-30T21:00:00Z,50,50,50,40,50
EP132016,25,2016-08-30T21:00:00Z,64,30,25,20,25
EP132016,26,2016-08-31T03:00:00Z,34,80,70,60,80
EP132016,26,2016-08-31T03:00:00Z,50,50,50,40,50
EP132016,26,2016-08-31T03:00:00Z,64,30,25,20,25
EP132016,27,2016-08-31T09:00:00Z,34,80,60,60,80
EP132016,27,2016-08-31T09:00:00Z,50,50,40,40,50
EP132016,27,2016-08-31T09:00:00Z,64,30,20,20,30
EP132016,28,2016-08-31T15:00:00Z,34,80,60,60,80
EP132016,28,2016-08-31T15:00:00Z,50,50,40,40,50
EP132016,28,2016-08-31T15:00:00Z,64,30,20,20,30
EP132016,29,2016-08-31T21:00:00Z,34,80,60,60,80
EP132016,29,2016-08-31T21:00:00Z,50,50,40,40,50
EP132016,29,2016-08-31T21:00:00Z,64,30,20,20,30
EP141998,5,1998-10-16T03:00:00Z,34,50,40,30,40
EP141998,6,1998-10-16T09:00:00Z,34,50,40,40,40
EP141998,6,1998-10-16T09:00:00Z,50,30,30,20,30
EP141998,7,1998-10-16T15:00:00Z,34,50,40,30,40
EP141998,7,1998-10-16T15:00:00Z,50,30,30,20,30
EP141998,8,1998-10-16T21:00:00Z,34,90,60,40,60
EP141998,8,1998-10-16T21:00:00Z,50,35,30,0,30
EP141998,8,1998-10-16T21:00:00Z,64,25,25,0,25
EP141998,9,1998-10-17T03:00:00Z,34,100,60,45,90
EP141998,9,1998-10-17T03:00:00Z,50,55,30,25,45
EP141998,9,1998-10-17T03:00:00Z,64,30,25,0,25
EP141998,10,1998-10-17T09:00:00Z,34,100,100,75,75
EP141998,10,1998-10-17T09:00:00Z,50,50,50,25,25
EP141998,10,1998-10-17T09:00:00Z,64,30,30,20,20
EP141998,11,1998-10-17T15:00:00Z,34,60,60,60,60
EP141998,11,1998-10-17T15:00:00Z,50,30,30,30,30
EP141998,11,1998-10-17T15:00:00Z,64,25,25,25,25
EP141998,12,1998-10-17T21:00:00Z,34,60,60,60,60
EP141998,12,1998-10-17T21:00:00Z,50,30,30,30,30
EP141998,12,1998-10-17T21:00:00Z,64,25,25,25,25
EP141998,13,1998-10-18T03:00:00Z,34,60,60,60,60
EP141998,13,1998-10-18T03:00:00Z,50,30,30,30,30
EP141998,13,1998-10-18T03:00:00Z,64,25,25,25,25
EP141998,14,1998-10-18T09:00:00Z,34,60,60,60,60
EP141998,14,1998-10-18T09:00:00Z,50,30,30,30,30
EP141998,14,1998-10-18T09:00:00Z,64,25,25,25,25
EP141998,15,1998-10-18T15:00:00Z,34,60,60,60,60
EP141998,15,1998-10-18T15:00:00Z,50,30,30,30,30
EP141998,15,1998-10-18T15:00:00Z,64,25,25,25,25
EP141998,16,1998-10-18T21:00:00Z,34,45,60,60,60
EP141998,16,1998-10-18T21:00:00Z,50,30,30,30,30
EP141998,16,1998-10-18T21:00:00Z,64,20,20,20,20
EP141998,17,1998-10-19T03:00:00Z,34,60,60,60,60
EP141998,17,1998-10-19T03:00:00Z,50,30,30,30,30
EP141998,17,1998-10-19T03:00:00Z,64,20,20,20,20
EP141998,18,1998-10-19T09:00:00Z,34,60,60,60,60
EP141998,18,1998-10-19T09:00:00Z,50,30,30,30,30
EP141998,18,1998-10-19T09:00:00Z,64,20,20,20,20
EP141998,19,1998-10-19T15:00:00Z,34,60,60,60,60
EP141998,19,1998-10-19T15:00:00Z,50,30,30,30,30
EP141998,19,1998-10-19T15:00:00Z,64,20,20,20,20
EP141998,20,1998-10-19T21:00:00Z,34,60,60,90,60
EP141998,20,1998-10-19T21:00:00Z,50,30,30,40,30
EP141998,20,1998-10-19T21:00:00Z,64,20,20,30,20
EP141998,21,1998-10-20T03:00:00Z,34,80,80,80,80
EP141998,21,1998-10-20T03:00:00Z,50,35,35,35,35
EP141998,21,1998-10-20T03:00:00Z,64,25,25,25,25
EP141998,22,1998-10-20T09:00:00Z,34,90,90,90,90
EP141998,22,1998-10-20T09:00:00Z,50,40,40,40,40
EP141998,22,1998-10-20T09:00:00Z,64,25,25,25,25
EP141998,23,1998-10-20T15:00:00Z,34,90,90,90,90
EP141998,23,1998-10-20T15:00:00Z,50,40,40,40,40
EP141998,23,1998-10-20T15:00:00Z,64,25,25,25,25
EP141998,24,1998-10-20T21:00:00Z,34,90,90,90,90
EP141998,24,1998-10-20T21:00:00Z,50,40,40,40,40
EP141998,24,1998-10-20T21:00:00Z,64,25,25,25,25
EP141998,25,1998-10-21T03:00:00Z,34,90,90,90,90
EP141998,25,1998-10-21T03:00:00Z,50,40,40,40,40
EP141998,25,1998-10-21T03:00:00Z,64,25,25,25,25
EP141998,26,1998-10-21T09:00:00Z,34,90,90,90,90
EP141998,26,1998-10-21T09:00:00Z,50,40,40,40,40
EP141998,26,1998-10-21T09:00:00Z,64,25,25,25,25
EP141998,27,1998-10-21T15:00:00Z,34,90,90,90,90
EP141998,27,1998-10-21T15:00:00Z,50,40,40,40,40
EP141998,27,1998-10-21T15:00:00Z,64,25,25,25,25
EP141998,28,1998-10-21T21:00:00Z,34,90,90,90,90
EP141998,28,1998-10-21T21:00:00Z,50,40,40,40,40
EP141998,28,1998-10-21T21:00:00Z,64,25,25,25,25
EP141998,29,1998-10-22T03:00:00Z,34,90,90,90,90
EP141998,29,1998-10-22T03:00:00Z,50,40,40,40,40
EP141998,29,1998-10-22T03:00:00Z,64,25,25,25,25
EP141998,30,1998-10-22T09:00:00Z,34,90,90,90,90
EP141998,30,1998-10-22T09:00:00Z,50,40,40,40,40
EP141998,30,1998-10-22T09:00:00Z,64,25,25,25,25
EP141998,31,1998-10-22T15:00:00Z,34,90,90,90,90
EP141998,31,1998-10-22T15:00:00Z,50,40,40,40,40
EP141998,31,1998-10-22T15:00:00Z,64,25,25,25,25
EP141998,32,1998-10-22T21:00:00Z,34,90,90,90,90
EP141998,32,1998-10-22T21:00:00Z,50,40,40,40,40
EP141998,32,1998-10-22T21:00:00Z,64,25,25,25,25
EP141998,33,1998-10-23T03:00:00Z,34,90,90,90,90
EP141998,33,1998-10-23T03:00:00Z,50,40,40,40,40
EP141998,33,1998-10-23T03:00:00Z,64,25,25,25,25
EP141998,34,1998-10-23T09:00:00Z,34,90,90,90,90
EP141998,34,1998-10-23T09:00:00Z,50,40,40,40,40
EP141998,34,1998-10-23T09:00:00Z,64,25,25,25,25
EP141998,35,1998-10-23T15:00:00Z,34,90,90,90,90
EP141998,35,1998-10-23T15:00:00Z,50,40,40,40,40
EP141998,36,1998-10-23T21:00:00Z,34,90,90,90,90
EP141998,36,1998-10-23T21:00:00Z,50,40,40,40,40
EP141998,37,1998-10-24T03:00:00Z,34,90,90,90,90
EP141998,37,1998-10-24T03:00:00Z,50,40,40,40,40
EP141998,38,1998-10-24T09:00:00Z,34,90,90,90,90
EP141998,39,1998-10-24T15:00:00Z,34,100,100,100,100
EP141998,40,1998-10-24T21:00:00Z,34,100,100,100,100
EP141998,41,1998-10-25T03:00:00Z,34,100,100,100,100
EP141998,42,1998-10-25T09:00:00Z,34,100,100,100,100
EP141998,43,1998-10-25T15:00:00Z,34,75,75,75,75
EP141998,44,1998-10-25T21:00:00Z,34,75,75,25,25
EP141999,2,1999-10-09T03:00:00Z,34,50,75,75,75
EP141999,3,1999-10-09T09:00:00Z,34,50,75,75,75
EP141999,4,1999-10-09T15:00:00Z,34,50,50,50,50
EP141999,5,1999-10-09T21:00:00Z,34,40,40,60,40
EP141999,5,1999-10-09T21:00:00Z,50,0,0,30,0
EP141999,6,1999-10-10T03:00:00Z,34,50,50,75,50
EP141999,6,1999-10-10T03:00:00Z,50,25,25,25,25
EP141999,7,1999-10-10T09:00:00Z,34,40,40,50,40
EP141999,8,1999-10-10T15:00:00Z,34,40,40,50,40
EP141999,9,1999-10-10T21:00:00Z,34,40,40,40,40
EP142000,2,2000-09-05T21:00:00Z,34,40,30,30,40
EP142000,3,2000-09-06T03:00:00Z,34,40,30,30,40
EP142000,4,2000-09-06T09:00:00Z,34,40,30,30,40
EP142000,4,2000-09-06T09:00:00Z,50,0,0,0,0
EP142000,5,2000-09-06T15:00:00Z,34,60,60,60,60
EP142000,5,2000-09-06T15:00:00Z,50,25,25,25,25
EP142000,6,2000-09-06T21:00:00Z,34,60,60,100,60
EP142000,6,2000-09-06T21:00:00Z,50,25,25,25,25
EP142000,7,2000-09-07T03:00:00Z,34,60,90,175,175
EP142000,8,2000-09-07T09:00:00Z,34,60,90,175,175
EP142000,9,2000-09-07T15:00:00Z,34,60,125,175,175
EP142000,10,2000-09-07T21:00:00Z,34,60,125,175,175
EP142000,12,2000-09-08T09:00:00Z,34,25,100,100,75
EP142000,13,2000-09-08T15:00:00Z,34,50,100,100,75
EP142000,14,2000-09-08T21:00:00Z,34,150,240,210,120
EP142000,14,2000-09-08T21:00:00Z,50,60,60,60,60
EP142000,15,2000-09-09T03:00:00Z,34,275,275,240,175
EP142000,15,2000-09-09T03:00:00Z,50,80,80,60,60
EP142000,15,2000-09-09T03:00:00Z,64,15,15,15,15
EP142000,16,2000-09-09T09:00:00Z,34,275,175,175,175
EP142000,16,2000-09-09T09:00:00Z,50,100,100,100,100
EP142000,16,2000-09-09T09:00:00Z,64,30,30,30,30
EP142000,17,2000-09-09T15:00:00Z,34,275,175,175,175
EP142000,17,2000-09-09T15:00:00Z,50,100,100,100,100
EP142000,17,2000-09-09T15:00:00Z,64,30,30,30,30
EP142000,18,2000-09-09T21:00:00Z,34,225,175,175,175
EP142000,18,2000-09-09T21:00:00Z,50,100,100,100,100
EP142000,18,2000-09-09T21:00:00Z,64,40,40,40,40
EP142000,19,2000-09-10T03:00:00Z,34,225,175,175,175
EP142000,19,2000-09-10T03:00:00Z,50,100,100,100,100
EP142000,19,2000-09-10T03:00:00Z,64,40,40,40,40
EP142000,20,2000-09-10T09:00:00Z,34,225,175,175,175
EP142000,20,2000-09-10T09:00:00Z,50,100,100,100,100
EP142000,20,2000-09-10T09:00:00Z,64,60,60,60,60
EP142000,21,2000-09-10T15:00:00Z,34,225,175,175,175
EP142000,21,2000-09-10T15:00:00Z,50,100,100,100,100
EP142000,21,2000-09-10T15:00:00Z,64,60,60,60,60
EP142000,22,2000-09-10T21:00:00Z,34,300,250,175,175
EP142000,22,2000-09-10T21:00:00Z,50,100,100,100,100
EP142000,22,2000-09-10T21:00:00Z,64,60,60,60,60
EP142000,23,2000-09-11T03:00:00Z,34,300,250,175,175
EP142000,23,2000-09-11T03:00:00Z,50,100,100,100,100
EP142000,23,2000-09-11T03:00:00Z,64,60,60,60,60
EP142000,24,2000-09-11T09:00:00Z,34,250,250,175,175
EP142000,24,2000-09-11T09:00:00Z,50,100,100,100,100
EP142000,24,2000-09-11T09:00:00Z,64,60,60,60,60
EP142000,25,2000-09-11T15:00:00Z,34,200,200,125,125
EP142000,25,2000-09-11T15:00:00Z,50,75,75,75,75
EP142000,25,2000-09-11T15:00:00Z,64,45,45,45,45
EP142000,26,2000-09-11T21:00:00Z,34,200,200,125,125
EP142000,26,2000-09-11T21:00:00Z,50,75,75,75,75
EP142000,27,2000-09-12T03:00:00Z,34,200,200,125,125
EP142000,27,2000-09-12T03:00:00Z,50,75,75,75,75
EP142000,28,2000-09-12T09:00:00Z,34,175,175,125,125
EP142000,28,2000-09-12T09:00:00Z,50,60,60,60,60
EP142000,29,2000-09-12T15:00:00Z,34,150,150,100,100
EP142000,30,2000-09-12T21:00:00Z,34,150,150,100,100
EP142000,31,2000-09-13T03:00:00Z,34,150,150,100,100
EP142000,32,2000-09-13T09:00:00Z,34,150,150,100,100
EP142002,2,2002-10-22T09:00:00Z,34,50,40,40,50
EP142002,3,2002-10-22T15:00:00Z,34,50,40,40,50
EP142002,4,2002-10-22T21:00:00Z,34,50,50,50,50
EP142002,5,2002-10-23T03:00:00Z,34,50,50,50,50
EP142002,6,2002-10-23T09:00:00Z,34,60,60,60,60
EP142002,6,2002-10-23T09:00:00Z,50,20,20,20,20
EP142002,7,2002-10-23T15:00:00Z,34,75,75,75,75
EP142002,7,2002-10-23T15:00:00Z,50,30,30,30,30
EP142002,7,2002-10-23T15:00:00Z,64,15,15,15,15
EP142002,8,2002-10-23T21:00:00Z,34,75,75,75,75
EP142002,8,2002-10-23T21:00:00Z,50,40,40,40,40
EP142002,8,2002-10-23T21:00:00Z,64,20,20,20,20
EP142002,9,2002-10-24T03:00:00Z,34,75,75,75,75
EP142002,9,2002-10-24T03:00:00Z,50,40,40,40,40
EP142002,9,2002-10-24T03:00:00Z,64,20,20,20,20
EP142002,10,2002-10-24T09:00:00Z,34,100,100,100,100
EP142002,10,2002-10-24T09:00:00Z,50,50,50,50,50
EP142002,10,2002-10-24T09:00:00Z,64,25,25,25,25
EP142002,11,2002-10-24T15:00:00Z,34,100,100,75,100
EP142002,11,2002-10-24T15:00:00Z,50,50,50,40,50
EP142002,11,2002-10-24T15:00:00Z,64,25,25,25,25
EP142002,12,2002-10-24T21:00:00Z,34,100,100,75,100
EP142002,12,2002-10-24T21:00:00Z,50,75,75,30,40
EP142002,12,2002-10-24T21:00:00Z,64,40,40,20,20
EP142002,13,2002-10-25T03:00:00Z,34,100,100,75,100
EP142002,13,2002-10-25T03:00:00Z,50,75,75,30,40
EP142002,13,2002-10-25T03:00:00Z,64,40,40,20,20
EP142002,14,2002-10-25T09:00:00Z,34,100,100,75,100
EP142002,14,2002-10-25T09:00:00Z,50,75,75,30,30
EP142002,14,2002-10-25T09:00:00Z,64,40,40,20,20
EP142002,15,2002-10-25T15:00:00Z,34,75,120,100,60
EP142002,15,2002-10-25T15:00:00Z,50,50,75,30,30
EP142002,15,2002-10-25T15:00:00Z,64,40,50,20,20
EP142002,16,2002-10-25T21:00:00Z,34,75,75,75,50
EP142002,16,2002-10-25T21:00:00Z,50,50,50,30,30
EP142002,16,2002-10-25T21:00:00Z,64,30,30,20,20
EP142003,3,2003-10-02T09:00:00Z,34,35,35,35,35
EP142003,4,2003-10-02T15:00:00Z,34,40,40,40,40
EP142003,5,2003-10-02T21:00:00Z,34,60,60,60,60
EP142003,6,2003-10-03T03:00:00Z,34,60,60,60,60
EP142003,6,2003-10-03T03:00:00Z,50,20,20,20,20
EP142003,7,2003-10-03T09:00:00Z,34,40,75,75,40
EP142003,7,2003-10-03T09:00:00Z,50,20,20,20,20
EP142003,8,2003-10-03T15:00:00Z,34,50,70,70,50
EP142003,8,2003-10-03T15:00:00Z,50,20,20,20,20
EP142003,9,2003-10-03T21:00:00Z,34,60,60,60,60
EP142003,9,2003-10-03T21:00:00Z,50,30,30,30,30
EP142003,10,2003-10-04T03:00:00Z,34,70,70,70,70
EP142003,10,2003-10-04T03:00:00Z,50,30,30,30,30
EP142003,10,2003-10-04T03:00:00Z,64,20,20,20,20
EP142003,11,2003-10-04T09:00:00Z,34,45,70,70,45
EP142003,11,2003-10-04T09:00:00Z,50,30,30,30,30
EP142003,11,2003-10-04T09:00:00Z,64,20,20,20,20
EP142003,12,2003-10-04T15:00:00Z,34,100,100,100,100
EP142003,12,2003-10-04T15:00:00Z,50,60,60,60,60
EP142003,12,2003-10-04T15:00:00Z,64,25,25,25,25
EP142003,13,2003-10-04T21:00:00Z,34,100,100,100,100
EP142003,13,2003-10-04T21:00:00Z,50,60,60,60,60
EP142003,13,2003-10-04T21:00:00Z,64,25,25,25,25
EP142003,14,2003-10-05T03:00:00Z,34,100,100,100,100
EP142003,14,2003-10-05T03:00:00Z,50,60,60,60,60
EP142003,14,2003-10-05T03:00:00Z,64,25,25,25,25
EP142003,15,2003-10-05T09:00:00Z,34,100,100,100,100
EP142003,15,2003-10-05T09:00:00Z,50,60,60,60,60
EP142003,15,2003-10-05T09:00:00Z,64,25,25,25,25
EP142003,16,2003-10-05T15:00:00Z,34,100,100,100,100
EP142003,16,2003-10-05T15:00:00Z,50,60,60,60,60
EP142003,16,2003-10-05T15:00:00Z,64,25,25,25,25
EP142003,17,2003-10-05T21:00:00Z,34,100,100,100,100
EP142003,17,2003-10-05T21:00:00Z,50,60,60,60,60
EP142003,17,2003-10-05T21:00:00Z,64,25,25,25,25
EP142003,18,2003-10-06T03:00:00Z,34,100,100,100,100
EP142003,18,2003-10-06T03:00:00Z,50,60,60,60,60
EP142003,18,2003-10-06T03:00:00Z,64,25,25,25,25
EP142003,19,2003-10-06T09:00:00Z,34,100,100,75,100
EP142003,19,2003-10-06T09:00:00Z,50,60,60,40,60
EP142003,19,2003-10-06T09:00:00Z,64,20,20,20,20
EP142003,20,2003-10-06T15:00:00Z,34,60,60,60,60
EP142003,20,2003-10-06T15:00:00Z,50,30,30,30,30
EP142003,21,2003-10-06T21:00:00Z,34,60,60,60,60
EP142003,22,2003-10-07T03:00:00Z,34,60,60,60,60
EP142004,4,2004-10-05T15:00:00Z,34,40,40,40,40
EP142005,2,2005-09-23T09:00:00Z,34,20,20,30,30
EP142005,3,2005-09-23T15:00:00Z,34,20,20,40,40
EP142005,4,2005-09-23T21:00:00Z,34,20,20,40,40
EP142005,5,2005-09-24T03:00:00Z,34,20,20,40,40
EP142005,6,2005-09-24T09:00:00Z,34,20,20,50,40
EP142005,7,2005-09-24T15:00:00Z,34,20,20,50,40
EP142005,7,2005-09-24T15:00:00Z,50,0,0,20,20
EP142005,8,2005-09-24T21:00:00Z,34,40,40,50,50
EP142005,8,2005-09-24T21:00:00Z,50,15,15,20,20
EP142005,9,2005-09-25T03:00:00Z,34,40,40,50,50
EP142005,9,2005-09-25T03:00:00Z,50,15,15,20,20
EP142005,10,2005-09-25T09:00:00Z,34,40,40,50,50
EP142005,11,2005-09-25T15:00:00Z,34,40,40,50,50
EP142005,12,2005-09-25T21:00:00Z,34,40,40,50,50
EP142005,13,2005-09-26T03:00:00Z,34,40,40,50,50
EP142005,14,2005-09-26T09:00:00Z,34,75,75,75,75
EP142005,15,2005-09-26T15:00:00Z,34,75,75,75,75
EP142006,3,2006-09-16T21:00:00Z,34,0,90,90,0
EP142006,4,2006-09-17T03:00:00Z,34,0,90,90,0
EP142006,5,2006-09-17T09:00:00Z,34,60,120,120,60
EP142006,6,2006-09-17T15:00:00Z,34,60,120,120,60
EP142006,7,2006-09-17T21:00:00Z,34,0,0,150,0
EP142006,8,2006-09-18T03:00:00Z,34,0,75,100,0
EP142007,3,2007-09-29T21:00:00Z,34,0,30,60,30
EP142007,4,2007-09-30T03:00:00Z,34,0,30,60,30
EP142007,5,2007-09-30T09:00:00Z,34,0,30,60,30
EP142007,6,2007-09-30T15:00:00Z,34,20,30,60,30
EP142007,7,2007-09-30T21:00:00Z,34,30,40,60,30
EP142007,8,2007-10-01T03:00:00Z,34,40,40,40,40
EP142007,9,2007-10-01T09:00:00Z,34,0,0,60,80
EP142007,10,2007-10-01T15:00:00Z,34,40,40,60,80
EP142007,11,2007-10-01T21:00:00Z,34,30,30,50,60
EP142008,2,2008-10-01T15:00:00Z,34,0,40,50,0
EP142008,3,2008-10-01T21:00:00Z,34,0,40,60,0
EP142008,4,2008-10-02T03:00:00Z,34,30,45,45,0
EP142008,5,2008-10-02T09:00:00Z,34,30,45,45,0
EP142008,6,2008-10-02T15:00:00Z,34,30,45,45,0
EP142008,7,2008-10-02T21:00:00Z,34,30,45,60,45
EP142008,8,2008-10-03T03:00:00Z,34,30,45,60,45
EP142008,9,2008-10-03T09:00:00Z,34,45,45,75,45
EP142008,9,2008-10-03T09:00:00Z,50,0,30,0,0
EP142008,10,2008-10-03T15:00:00Z,34,45,45,75,45
EP142008,10,2008-10-03T15:00:00Z,50,0,30,0,0
EP142008,11,2008-10-03T21:00:00Z,34,90,45,45,75
EP142008,11,2008-10-03T21:00:00Z,50,45,35,0,0
EP142008,11,2008-10-03T21:00:00Z,64,30,0,0,0
EP142008,12,2008-10-04T03:00:00Z,34,90,45,45,75
EP142008,12,2008-10-04T03:00:00Z,50,45,35,0,0
EP142008,12,2008-10-04T03:00:00Z,64,30,0,0,0
EP142008,13,2008-10-04T09:00:00Z,34,90,45,45,75
EP142008,13,2008-10-04T09:00:00Z,50,45,35,0,0
EP142008,13,2008-10-04T09:00:00Z,64,30,0,0,0
EP142008,14,2008-10-04T15:00:00Z,34,90,45,45,75
EP142008,14,2008-10-04T15:00:00Z,50,45,35,0,0
EP142008,14,2008-10-04T15:00:00Z,64,30,0,0,0
EP142008,15,2008-10-04T21:00:00Z,34,90,45,45,75
EP142008,15,2008-10-04T21:00:00Z,50,45,35,0,0
EP142008,16,2008-10-05T03:00:00Z,34,90,45,45,75
EP142008,17,2008-10-05T09:00:00Z,34,75,45,45,75
EP142008,18,2008-10-05T15:00:00Z,34,75,45,45,75
EP142008,19,2008-10-05T21:00:00Z,34,75,50,30,75
EP142008,20,2008-10-06T03:00:00Z,34,60,45,75,75
EP142008,21,2008-10-06T09:00:00Z,34,0,0,40,60
EP142009,2,2009-08-29T21:00:00Z,34,0,30,30,0
EP142009,3,2009-08-30T03:00:00Z,34,0,30,50,50
EP142009,4,2009-08-30T09:00:00Z,34,0,40,50,50
EP142009,NA,2009-08-30T15:00:00Z,34,0,40,50,50
EP142009,6,2009-08-30T21:00:00Z,34,0,30,30,50
EP142009,7,2009-08-31T03:00:00Z,34,0,0,35,50
EP142009,8,2009-08-31T09:00:00Z,34,0,0,0,60
EP142012,1,2012-09-28T15:00:00Z,34,120,120,0,30
EP142012,2,2012-09-28T21:00:00Z,34,100,100,0,30
EP142013,2,2013-10-07T03:00:00Z,34,30,0,0,30
EP142013,3,2013-10-07T09:00:00Z,34,40,0,0,40
EP142013,4,2013-10-07T15:00:00Z,34,50,30,20,50
EP142013,4,2013-10-07T15:00:00Z,50,20,0,0,20
EP142013,5,2013-10-07T21:00:00Z,34,50,30,20,50
EP142013,5,2013-10-07T21:00:00Z,50,20,0,0,20
EP142013,6,2013-10-08T03:00:00Z,34,50,30,20,50
EP142013,6,2013-10-08T03:00:00Z,50,20,0,0,20
EP142013,7,2013-10-08T09:00:00Z,34,60,50,40,60
EP142013,7,2013-10-08T09:00:00Z,50,20,0,0,20
EP142013,8,2013-10-08T15:00:00Z,34,40,40,30,40
EP142013,9,2013-10-08T21:00:00Z,34,30,0,0,30
EP142014,1,2014-09-02T15:00:00Z,34,30,50,0,0
EP142014,2,2014-09-02T21:00:00Z,34,30,50,0,0
EP142014,3,2014-09-03T03:00:00Z,34,30,50,0,0
EP142014,4,2014-09-03T09:00:00Z,34,50,50,30,30
EP142014,4,2014-09-03T09:00:00Z,50,20,20,0,0
EP142014,5,2014-09-03T15:00:00Z,34,50,50,40,40
EP142014,5,2014-09-03T15:00:00Z,50,20,20,0,20
EP142014,6,2014-09-03T21:00:00Z,34,80,80,60,60
EP142014,6,2014-09-03T21:00:00Z,50,30,30,20,20
EP142014,7,2014-09-04T03:00:00Z,34,90,90,70,80
EP142014,7,2014-09-04T03:00:00Z,50,40,40,30,30
EP142014,7,2014-09-04T03:00:00Z,64,20,20,0,10
EP142014,8,2014-09-04T09:00:00Z,34,90,90,80,70
EP142014,8,2014-09-04T09:00:00Z,50,40,40,30,30
EP142014,8,2014-09-04T09:00:00Z,64,20,20,0,0
EP142014,9,2014-09-04T15:00:00Z,34,90,90,80,70
EP142014,9,2014-09-04T15:00:00Z,50,40,40,30,30
EP142014,9,2014-09-04T15:00:00Z,64,20,20,0,0
EP142014,10,2014-09-04T21:00:00Z,34,120,100,90,80
EP142014,10,2014-09-04T21:00:00Z,50,60,50,40,40
EP142014,10,2014-09-04T21:00:00Z,64,30,20,15,15
EP142014,11,2014-09-05T03:00:00Z,34,120,100,90,80
EP142014,11,2014-09-05T03:00:00Z,50,60,50,40,40
EP142014,11,2014-09-05T03:00:00Z,64,30,20,15,15
EP142014,12,2014-09-05T09:00:00Z,34,120,100,90,80
EP142014,12,2014-09-05T09:00:00Z,50,60,50,40,40
EP142014,12,2014-09-05T09:00:00Z,64,30,20,15,15
EP142014,13,2014-09-05T15:00:00Z,34,120,100,90,80
EP142014,13,2014-09-05T15:00:00Z,50,60,50,40,40
EP142014,13,2014-09-05T15:00:00Z,64,30,20,15,15
EP142014,14,2014-09-05T21:00:00Z,34,120,100,90,80
EP142014,14,2014-09-05T21:00:00Z,50,60,50,40,40
EP142014,14,2014-09-05T21:00:00Z,64,40,30,15,20
EP142014,15,2014-09-06T03:00:00Z,34,110,100,90,90
EP142014,15,2014-09-06T03:00:00Z,50,60,50,40,40
EP142014,15,2014-09-06T03:00:00Z,64,40,30,20,30
EP142014,16,2014-09-06T09:00:00Z,34,120,100,90,80
EP142014,16,2014-09-06T09:00:00Z,50,60,50,40,40
EP142014,16,2014-09-06T09:00:00Z,64,40,30,15,20
EP142014,17,2014-09-06T15:00:00Z,34,120,100,90,80
EP142014,17,2014-09-06T15:00:00Z,50,60,50,40,40
EP142014,17,2014-09-06T15:00:00Z,64,40,30,15,20
EP142014,18,2014-09-06T21:00:00Z,34,120,100,90,75
EP142014,18,2014-09-06T21:00:00Z,50,60,50,40,40
EP142014,18,2014-09-06T21:00:00Z,64,40,30,15,20
EP142014,19,2014-09-07T03:00:00Z,34,80,80,70,70
EP142014,19,2014-09-07T03:00:00Z,50,50,50,40,40
